__time,/joint_states/group_1/joint_1/effort,/joint_states/group_1/joint_1/position,/joint_states/group_1/joint_1/velocity,/joint_states/group_1/joint_2/effort,/joint_states/group_1/joint_2/position,/joint_states/group_1/joint_2/velocity,/joint_states/group_1/joint_3/effort,/joint_states/group_1/joint_3/position,/joint_states/group_1/joint_3/velocity,/joint_states/group_1/joint_4/effort,/joint_states/group_1/joint_4/position,/joint_states/group_1/joint_4/velocity,/joint_states/group_1/joint_5/effort,/joint_states/group_1/joint_5/position,/joint_states/group_1/joint_5/velocity,/joint_states/group_1/joint_6/effort,/joint_states/group_1/joint_6/position,/joint_states/group_1/joint_6/velocity,/joint_states/header/stamp,/world_to_torch/header/header/stamp,/world_to_torch/transform/rotation/pitch,/world_to_torch/transform/rotation/roll,/world_to_torch/transform/rotation/w,/world_to_torch/transform/rotation/x,/world_to_torch/transform/rotation/y,/world_to_torch/transform/rotation/yaw,/world_to_torch/transform/rotation/z,/world_to_torch/transform/translation/x,/world_to_torch/transform/translation/y,/world_to_torch/transform/translation/z
1720621883.696500,,,,,,,,,,,,,,,,,,,,1720621883.372594595,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.696551,,,,,,,,,,,,,,,,,,,,1720621883.428594589,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.696575,,,,,,,,,,,,,,,,,,,,1720621883.480594397,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.696601,,,,,,,,,,,,,,,,,,,,1720621883.540594578,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.696623,,,,,,,,,,,,,,,,,,,,1720621883.595594406,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.696645,,,,,,,,,,,,,,,,,,,,1720621883.648594379,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.715846,,,,,,,,,,,,,,,,,,,,1720621883.703594446,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.776161,,,,,,,,,,,,,,,,,,,,1720621883.755594492,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.826230,,,,,,,,,,,,,,,,,,,,1720621883.806594372,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.875937,,,,,,,,,,,,,,,,,,,,1720621883.863594532,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.935994,,,,,,,,,,,,,,,,,,,,1720621883.914594412,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621883.985953,,,,,,,,,,,,,,,,,,,,1720621883.964594364,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.036048,,,,,,,,,,,,,,,,,,,,1720621884.026561260,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.086090,,,,,,,,,,,,,,,,,,,,1720621884.076561213,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.135969,,,,,,,,,,,,,,,,,,,,1720621884.129561186,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.186091,,,,,,,,,,,,,,,,,,,,1720621884.180561066,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.245966,,,,,,,,,,,,,,,,,,,,1720621884.236561060,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.294010,-0.057486000,0.000000000,0.000000000,-1.141602000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234944000,0.000000000,0.000000000,0.034816000,0.000000000,0.000000000,1720621884.292561293,,,,,,,,,,,
1720621884.295819,,,,,,,,,,,,,,,,,,,,1720621884.288561106,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.302526,-0.057486000,0.000000000,0.000000000,-1.141063000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234080000,0.000000000,0.000000000,0.033888000,0.000000000,0.000000000,1720621884.300561190,,,,,,,,,,,
1720621884.305413,-0.057486000,0.000000000,0.000000000,-1.143758000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234528000,0.000000000,0.000000000,0.033760000,0.000000000,0.000000000,1720621884.303561211,,,,,,,,,,,
1720621884.313763,-0.057486000,0.000000000,0.000000000,-1.141602000,0.000000000,0.000000000,1.023022000,0.000000000,0.000000000,-0.025600000,0.000000000,0.000000000,0.235008000,0.000000000,0.000000000,0.033952000,0.000000000,0.000000000,1720621884.311561108,,,,,,,,,,,
1720621884.317935,-0.057486000,0.000000000,0.000000000,-1.151304000,0.000000000,0.000000000,1.023022000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234336000,0.000000000,0.000000000,0.034304000,0.000000000,0.000000000,1720621884.315561056,,,,,,,,,,,
1720621884.325527,-0.057486000,0.000000000,0.000000000,-1.146992000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234464000,0.000000000,0.000000000,0.034048000,0.000000000,0.000000000,1720621884.323561192,,,,,,,,,,,
1720621884.338094,-0.057486000,0.000000000,0.000000000,-1.142680000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234272000,0.000000000,0.000000000,0.032512000,0.000000000,0.000000000,1720621884.335561275,,,,,,,,,,,
1720621884.345479,-0.057486000,0.000000000,0.000000000,-1.141602000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234816000,0.000000000,0.000000000,0.032576000,0.000000000,0.000000000,1720621884.343561172,,,,,,,,,,,
1720621884.345917,,,,,,,,,,,,,,,,,,,,1720621884.343561172,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.355018,-0.057486000,0.000000000,0.000000000,-1.142680000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234816000,0.000000000,0.000000000,0.033440000,0.000000000,0.000000000,1720621884.352561235,,,,,,,,,,,
1720621884.355300,-0.057486000,0.000000000,0.000000000,-1.142680000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234816000,0.000000000,0.000000000,0.033440000,0.000000000,0.000000000,1720621884.353561163,,,,,,,,,,,
1720621884.360004,-0.057486000,0.000000000,0.000000000,-1.136751000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234144000,0.000000000,0.000000000,0.034048000,0.000000000,0.000000000,1720621884.355561256,,,,,,,,,,,
1720621884.366711,-0.057486000,0.000000000,0.000000000,-1.138907000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234272000,0.000000000,0.000000000,0.033952000,0.000000000,0.000000000,1720621884.364561081,,,,,,,,,,,
1720621884.367638,-0.057486000,0.000000000,0.000000000,-1.138907000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234272000,0.000000000,0.000000000,0.033952000,0.000000000,0.000000000,1720621884.365561247,,,,,,,,,,,
1720621884.368983,-0.057486000,0.000000000,0.000000000,-1.141063000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234464000,0.000000000,0.000000000,0.034240000,0.000000000,0.000000000,1720621884.367561102,,,,,,,,,,,
1720621884.378940,-0.057486000,0.000000000,0.000000000,-1.141063000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234464000,0.000000000,0.000000000,0.035680000,0.000000000,0.000000000,1720621884.376561165,,,,,,,,,,,
1720621884.379554,-0.057486000,0.000000000,0.000000000,-1.141063000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234464000,0.000000000,0.000000000,0.035680000,0.000000000,0.000000000,1720621884.377561092,,,,,,,,,,,
1720621884.382879,-0.057486000,0.000000000,0.000000000,-1.141063000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234656000,0.000000000,0.000000000,0.032576000,0.000000000,0.000000000,1720621884.380561113,,,,,,,,,,,
1720621884.391027,-0.057486000,0.000000000,0.000000000,-1.141063000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234272000,0.000000000,0.000000000,0.033440000,0.000000000,0.000000000,1720621884.388561249,,,,,,,,,,,
1720621884.391296,-0.057486000,0.000000000,0.000000000,-1.141063000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234272000,0.000000000,0.000000000,0.033440000,0.000000000,0.000000000,1720621884.389561176,,,,,,,,,,,
1720621884.393261,-0.057486000,0.000000000,0.000000000,-1.139985000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234272000,0.000000000,0.000000000,0.034880000,0.000000000,0.000000000,1720621884.391561270,,,,,,,,,,,
1720621884.402842,-0.058344000,0.000000000,0.000000000,-1.138368000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234080000,0.000000000,0.000000000,0.035040000,0.000000000,0.000000000,1720621884.400561094,,,,,,,,,,,
1720621884.403698,-0.058344000,0.000000000,0.000000000,-1.138368000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234080000,0.000000000,0.000000000,0.035040000,0.000000000,0.000000000,1720621884.401561260,,,,,,,,,,,
1720621884.405891,,,,,,,,,,,,,,,,,,,,1720621884.400561094,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.406687,-0.058344000,0.000000000,0.000000000,-1.160467000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234656000,0.000000000,0.000000000,0.033088000,0.000000000,0.000000000,1720621884.402561188,,,,,,,,,,,
1720621884.415010,-0.057772000,0.000000000,0.000000000,-1.138907000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.233792000,0.000000000,0.000000000,0.032832000,0.000000000,0.000000000,1720621884.412561178,,,,,,,,,,,
1720621884.415752,-0.057772000,0.000000000,0.000000000,-1.138907000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.233792000,0.000000000,0.000000000,0.032832000,0.000000000,0.000000000,1720621884.413561106,,,,,,,,,,,
1720621884.417469,-0.057772000,0.000000000,0.000000000,-1.138907000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.025920000,0.000000000,0.000000000,0.234592000,0.000000000,0.000000000,0.035296000,0.000000000,0.000000000,1720621884.414561272,,,,,,,,,,,
1720621884.426907,-0.057772000,0.000000000,0.000000000,-1.106567000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.235136000,0.000000000,0.000000000,0.034976000,0.000000000,0.000000000,1720621884.424561262,,,,,,,,,,,
1720621884.429752,-0.057772000,0.000000000,0.000000000,-1.171786000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234208000,0.000000000,0.000000000,0.033248000,0.000000000,0.000000000,1720621884.427561283,,,,,,,,,,,
1720621884.433881,-0.057772000,0.000000000,0.000000000,-1.139985000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234080000,0.000000000,0.000000000,0.033824000,0.000000000,0.000000000,1720621884.431561232,,,,,,,,,,,
1720621884.441869,-0.057772000,0.000000000,0.000000000,-1.139985000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234528000,0.000000000,0.000000000,0.033696000,0.000000000,0.000000000,1720621884.439561129,,,,,,,,,,,
1720621884.446709,-0.057772000,0.000000000,0.000000000,-1.139985000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234656000,0.000000000,0.000000000,0.034496000,0.000000000,0.000000000,1720621884.444561243,,,,,,,,,,,
1720621884.454010,-0.057772000,0.000000000,0.000000000,-1.139985000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234464000,0.000000000,0.000000000,0.034560000,0.000000000,0.000000000,1720621884.451561213,,,,,,,,,,,
1720621884.454716,-0.057772000,0.000000000,0.000000000,-1.139985000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234464000,0.000000000,0.000000000,0.034560000,0.000000000,0.000000000,1720621884.452561140,,,,,,,,,,,
1720621884.455841,,,,,,,,,,,,,,,,,,,,1720621884.451561213,-1.186824000,3.141592654,0.000000015,0.829037542,-0.000000022,-0.000000054,0.559192949,1.395152983,0.001110973,1.481517837
1720621884.458659,-0.057772000,0.000000000,0.000000000,-1.131900000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.233536000,0.000000000,0.000000000,0.033824000,0.000000000,0.000000000,1720621884.456561089,,,,,,,,,,,
1720621884.465956,-0.058344000,0.000000000,0.000000000,-1.138368000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234272000,0.000000000,0.000000000,0.034432000,0.000000000,0.000000000,1720621884.463561058,,,,,,,,,,,
1720621884.466852,-0.058344000,0.000000000,0.000000000,-1.138368000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234272000,0.000000000,0.000000000,0.034432000,0.000000000,0.000000000,1720621884.464561224,,,,,,,,,,,
1720621884.470746,-0.058344000,0.000000000,0.000000000,-1.138368000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234656000,0.000000000,0.000000000,0.033248000,0.000000000,0.000000000,1720621884.468561172,,,,,,,,,,,
1720621884.477897,-0.057772000,0.000000000,0.000000000,-1.126510000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.233536000,0.000000000,0.000000000,0.033184000,0.000000000,0.000000000,1720621884.475561142,,,,,,,,,,,
1720621884.478717,-0.057772000,0.000000000,0.000000000,-1.126510000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.233536000,0.000000000,0.000000000,0.033184000,0.000000000,0.000000000,1720621884.476561069,,,,,,,,,,,
1720621884.483911,-0.057486000,0.000000000,0.000000000,-1.143758000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234400000,0.000000000,0.000000000,0.034976000,0.000000000,0.000000000,1720621884.481561184,,,,,,,,,,,
1720621884.490993,-0.057486000,0.000000000,0.000000000,-1.138368000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234400000,0.000000000,0.000000000,0.035232000,0.000000000,0.000000000,1720621884.488561153,,,,,,,,,,,
1720621884.491447,-0.057486000,0.000000000,0.000000000,-1.138368000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234400000,0.000000000,0.000000000,0.035232000,0.000000000,0.000000000,1720621884.489561081,,,,,,,,,,,
1720621884.497564,-0.057486000,0.000000000,0.000000000,-1.144297000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234016000,0.000000000,0.000000000,0.034976000,0.000000000,0.000000000,1720621884.495561123,,,,,,,,,,,
1720621884.505061,-0.057772000,0.000000000,0.000000000,-1.141602000,0.000000000,0.000000000,1.023308000,0.000000000,0.000000000,-0.026016000,0.000000000,0.000000000,0.234272000,0.000000000,0.000000000,0.035296000,0.000000000,0.000000000,1720621884.502561092,,,,,,,,,,,
